attack_model;5;0.00017678022384643555;0.0001253065472349225
communication_model;5;0.0002012038230895996;0.00014099301154345528
key_gen_model;5;0.00012169837951660156;0.00011994942412727151
attack_model;6;0.00013184547424316406;6.0399016789170113e-05
communication_model;6;0.00012410879135131835;5.961714971020229e-05
key_gen_model;6;3.996610641479492e-05;3.094672523037062e-05
attack_model;7;0.00016948223114013672;0.0001436952277951921
communication_model;7;0.00017839908599853515;0.00015143986916557953
key_gen_model;7;3.057479858398438e-05;2.2001788369195045e-05
attack_model;8;0.0005071854591369629;0.0007614409544571075
communication_model;8;0.00047789573669433595;0.0006200140058276341
key_gen_model;8;2.8140544891357422e-05;2.1967123885477267e-05
attack_model;9;0.002960977554321289;0.005347172256536323
communication_model;9;0.001327681541442871;0.0028552009701242383
key_gen_model;9;2.603292465209961e-05;1.5016119786930436e-05
attack_model;10;0.007254776954650879;0.012872064892449797
communication_model;10;0.007739951610565185;0.01402824962517412
key_gen_model;10;2.99382209777832e-05;1.903772742283924e-05
attack_model;11;0.038361730575561526;0.060332744869002114
communication_model;11;0.03952933073043823;0.0552234981780962
key_gen_model;11;3.121614456176758e-05;2.0936905186498867e-05
attack_model;12;0.13218525886535645;0.20719831786085233
communication_model;12;0.1735991930961609;0.2503609709392334
key_gen_model;12;3.5932064056396486e-05;2.3974485933849824e-05
attack_model;13;0.49309601545333864;0.8672315612995087
communication_model;13;0.5692035269737243;0.8527446968793149
key_gen_model;13;3.8683414459228516e-05;2.7655083004639754e-05
attack_model_no_encryption;5;0.0001200413703918457;0.00012231056449493827
attack_model_no_encryption;6;4.560232162475586e-05;4.066565378624787e-05
attack_model_no_encryption;7;3.6177635192871096e-05;2.8337061061094593e-05
attack_model_no_encryption;8;2.7468204498291014e-05;1.7462083217727102e-05
attack_model_no_encryption;9;3.069400787353516e-05;2.2038973441161596e-05
attack_model_no_encryption;10;3.224849700927734e-05;1.8877079742856384e-05
attack_model_no_encryption;11;3.9391517639160156e-05;2.466819186936901e-05
attack_model_no_encryption;12;3.9489269256591796e-05;2.2519203510039647e-05
attack_model_no_encryption;13;5.274772644042969e-05;3.468180132504211e-05
attack_model_no_encryption;14;6.392955780029297e-05;4.067190388475653e-05
attack_model_no_encryption;15;7.901191711425781e-05;4.149690266116437e-05
attack_model_no_encryption;16;0.00010816335678100586;5.882137686840084e-05
attack_model_no_encryption;17;0.0002342033386230469;0.0001535778487024263
attack_model_no_encryption;18;0.0005740070343017578;0.00038265978779951625
attack_model_no_encryption;19;0.001103358268737793;0.0009570089592116921
attack_model_no_encryption;20;0.002443866729736328;0.0019104775111707085
attack_model_no_encryption;21;0.005064239501953125;0.0036304136733554637
attack_model_no_encryption;22;0.009963679313659667;0.007694666327944491
attack_model_no_encryption;23;0.01988072633743286;0.016560172860009978
attack_model_no_encryption;24;0.03932054281234741;0.03206457268353759
attack_model_no_encryption;25;0.06858322381973267;0.05625661087707984
attack_model_no_encryption;26;0.17321029663085938;0.13240527952291678
attack_model_no_encryption;27;0.3352805685997009;0.26797660481168994
attack_model_no_encryption;28;0.5741362571716309;0.4571515524712255
attack_model_no_encryption;29;1.0814730525016785;1.011150524389957
attack_model_no_encryption;30;2.7330220580101012;1.8518736851925812
attack_model_no_encryption;31;5.268615579605102;4.198977336254085
attack_model_no_encryption;32;9.311509680747985;6.786934841967866
attack_model_no_encryption;33;15.383729241111062;13.966529912780343
